image_id,click_id,x,y,coordinate_width,coordinate_height,image_x,image_y,is_positive,image_width,image_height
image_006,image_006_click_13,1039,1770,1365,2048,2866.6923076923076,4881.342529296875,1,3765,5647
image_006,image_006_click_14,1058,1565,1365,2048,2919.098901098901,4316.091064453125,1,3765,5647
image_006,image_006_click_15,1201,1779,1365,2048,3313.5274725274726,4906.158447265625,1,3765,5647
image_007,image_007_click_01,779,1213,1394,2048,3465.8705164992825,5395.664306640625,1,6199,9107
image_007,image_007_click_02,756,1066,1394,2048,3363.5914634146343,4741.988037109375,1,6199,9107
image_007,image_007_click_03,701,1018,1394,2048,3119.0111190817793,4528.542724609375,1,6199,9107
image_007,image_007_click_04,810,1087,1394,2048,3603.724892395983,4835.370361328125,1,6199,9107
image_007,image_007_click_05,782,1075,1394,2048,3479.211262553802,4782.009033203125,1,6199,9107
image_007,image_007_click_06,702,941,1394,2048,3123.4580344332853,4186.140869140625,1,6199,9107
image_007,image_007_click_07,703,905,1394,2048,3127.904949784792,4026.056884765625,1,6199,9107
image_007,image_007_click_08,874,1174,1394,2048,3888.327474892396,5222.239990234375,1,6199,9107
image_007,image_007_click_09,605,918,1394,2048,2692.1072453371594,4083.864990234375,1,6199,9107
image_007,image_007_click_10,725,1181,1394,2048,3225.737087517934,5253.367431640625,1,6199,9107
image_007,image_007_click_11,781,1075,1394,2048,3474.7643472022955,4782.009033203125,1,6199,9107
image_007,image_007_click_12,749,872,1394,2048,3332.4630559540888,3879.313232421875,1,6199,9107
image_007,image_007_click_13,858,1140,1394,2048,3817.1768292682927,5071.049560546875,1,6199,9107
image_007,image_007_click_14,797,1011,1394,2048,3545.9149928263987,4497.415283203125,1,6199,9107
image_007,image_007_click_15,784,1011,1394,2048,3488.105093256815,4497.415283203125,1,6199,9107
image_008,image_008_click_01,413,254,1433,2048,790.7191207257501,486.504638671875,1,2742,3919
image_008,image_008_click_02,347,601,1433,2048,664.4302163293789,1150.514892578125,1,2742,3919
image_008,image_008_click_03,415,294,1433,2048,794.5460572226099,563.047607421875,1,2742,3919
image_008,image_008_click_04,438,220,1433,2048,838.5558269364968,421.443115234375,1,2742,3919
image_008,image_008_click_05,396,208,1433,2048,758.1901605024424,398.480224609375,1,2742,3919
image_008,image_008_click_06,403,221,1433,2048,771.5844382414515,423.356689453125,1,2742,3919
image_008,image_008_click_07,382,216,1433,2048,731.4016050244243,413.788818359375,1,2742,3919
image_008,image_008_click_08,366,599,1433,2048,700.7861130495464,1146.687744140625,1,2742,3919
image_008,image_008_click_09,338,778,1433,2048,647.2090020935101,1489.217529296875,1,2742,3919
image_008,image_008_click_10,354,215,1433,2048,677.824494068388,411.875244140625,1,2742,3919
image_008,image_008_click_11,349,200,1433,2048,668.2571528262387,383.171630859375,1,2742,3919
image_008,image_008_click_12,437,224,1433,2048,836.642358688067,429.097412109375,1,2742,3919
image_008,image_008_click_13,296,729,1433,2048,566.8433356594556,1395.452392578125,1,2742,3919
image_008,image_008_click_14,287,571,1433,2048,549.6221214235869,1093.107666015625,1,2742,3919
image_008,image_008_click_15,351,257,1433,2048,672.0840893230984,492.245361328125,1,2742,3919
image_009,image_009_click_01,906,597,2048,1365,2465.374755859375,1625.2252747252746,1,5571,3714
image_009,image_009_click_02,951,555,2048,1365,2587.784423828125,1510.9483516483517,1,5571,3714
image_009,image_009_click_03,924,545,2048,1365,2514.338623046875,1483.7395604395604,1,5571,3714
image_009,image_009_click_04,920,568,2048,1365,2503.457763671875,1546.3197802197801,1,5571,3714
image_009,image_009_click_05,712,733,2048,1365,1937.653076171875,1995.2648351648352,1,5571,3714
image_009,image_009_click_06,969,547,2048,1365,2636.748291015625,1489.1813186813188,1,5571,3714
image_009,image_009_click_07,936,478,2048,1365,2546.981201171875,1301.4406593406593,1,5571,3714
image_009,image_009_click_08,910,577,2048,1365,2476.255615234375,1570.8076923076924,1,5571,3714
image_009,image_009_click_09,961,571,2048,1365,2614.986572265625,1554.4824175824176,1,5571,3714
image_009,image_009_click_10,828,605,2048,1365,2253.197998046875,1646.9923076923078,1,5571,3714
image_009,image_009_click_11,932,387,2048,1365,2536.100341796875,1053.8406593406594,1,5571,3714
image_009,image_009_click_12,1043,602,2048,1365,2838.044189453125,1638.8296703296703,1,5571,3714
image_009,image_009_click_13,1009,571,2048,1365,2745.556884765625,1554.4824175824176,1,5571,3714
image_009,image_009_click_14,914,537,2048,1365,2487.136474609375,1461.9725274725274,1,5571,3714
image_009,image_009_click_15,913,563,2048,1365,2484.416259765625,1532.7153846153847,1,5571,3714
image_010,image_010_click_01,543,1016,1152,2048,1063.8541666666667,1990.311279296875,1,2256,4011
image_010,image_010_click_02,549,1008,1152,2048,1075.6041666666667,1974.643310546875,1,2256,4011
image_010,image_010_click_03,545,997,1152,2048,1067.7708333333333,1953.099853515625,1,2256,4011
image_010,image_010_click_04,538,1005,1152,2048,1054.0625,1968.767822265625,1,2256,4011
image_010,image_010_click_05,544,1006,1152,2048,1065.8125,1970.726318359375,1,2256,4011
image_010,image_010_click_06,540,1000,1152,2048,1057.9791666666667,1958.975341796875,1,2256,4011
image_010,image_010_click_07,535,1008,1152,2048,1048.1875,1974.643310546875,1,2256,4011
image_010,image_010_click_08,544,1005,1152,2048,1065.8125,1968.767822265625,1,2256,4011
image_010,image_010_click_09,553,1011,1152,2048,1083.4375,1980.518798828125,1,2256,4011
image_010,image_010_click_10,534,998,1152,2048,1046.2291666666667,1955.058349609375,1,2256,4011
image_010,image_010_click_11,536,1005,1152,2048,1050.1458333333333,1968.767822265625,1,2256,4011
image_010,image_010_click_12,541,1006,1152,2048,1059.9375,1970.726318359375,1,2256,4011
image_010,image_010_click_13,538,1002,1152,2048,1054.0625,1962.892333984375,1,2256,4011
image_010,image_010_click_14,548,1006,1152,2048,1073.6458333333333,1970.726318359375,1,2256,4011
image_010,image_010_click_15,549,1008,1152,2048,1075.6041666666667,1974.643310546875,1,2256,4011
image_011,image_011_click_01,342,1179,1365,2048,714.1080586080586,2459.86328125,1,2848,4272
image_011,image_011_click_02,435,1030,1365,2048,908.1476190476191,2149.05859375,1,2848,4272
image_011,image_011_click_03,270,1333,1365,2048,563.8838827838828,2781.09765625,1,2848,4272
image_011,image_011_click_04,442,1244,1365,2048,922.7527472527472,2595.44921875,1,2848,4272
image_011,image_011_click_05,504,1676,1365,2048,1052.1124542124542,3496.57421875,1,2848,4272
image_011,image_011_click_06,300,1576,1365,2048,626.4772893772894,3287.98046875,1,2848,4272
image_011,image_011_click_07,255,1280,1365,2048,532.5871794871795,2670.54296875,1,2848,4272
image_011,image_011_click_08,342,1591,1365,2048,714.1080586080586,3319.26953125,1,2848,4272
image_011,image_011_click_09,225,1531,1365,2048,469.99377289377287,3194.11328125,1,2848,4272
image_011,image_011_click_10,224,1633,1365,2048,467.907326007326,3406.87890625,1,2848,4272
image_011,image_011_click_11,409,1602,1365,2048,853.9,3342.21484375,1,2848,4272
image_011,image_011_click_12,516,1851,1365,2048,1077.149816849817,3861.61328125,1,2848,4272
image_011,image_011_click_13,427,1573,1365,2048,891.4560439560439,3281.72265625,1,2848,4272
image_011,image_011_click_14,907,898,1365,2048,1892.9505494505495,1873.71484375,1,2848,4272
image_011,image_011_click_15,263,1605,1365,2048,549.2787545787546,3348.47265625,1,2848,4272
image_012,image_012_click_01,700,1299,1365,2048,2026.0747252747253,3757.770751953125,1,3949,5923
image_012,image_012_click_02,685,1864,1365,2048,1982.6791208791208,5391.801513671875,1,3949,5923
image_012,image_012_click_03,476,1241,1365,2048,1378.0336996336996,3590.029541015625,1,3949,5923
image_012,image_012_click_04,506,1268,1365,2048,1464.8249084249085,3668.115966796875,1,3949,5923
image_012,image_012_click_05,679,1764,1365,2048,1965.3208791208792,5102.592529296875,1,3949,5923
image_012,image_012_click_06,686,1291,1365,2048,1985.5721611721613,3734.634033203125,1,3949,5923
image_012,image_012_click_07,516,1239,1365,2048,1493.7553113553113,3584.245361328125,1,3949,5923
image_012,image_012_click_08,874,1246,1365,2048,2529.4637362637363,3604.489990234375,1,3949,5923
image_012,image_012_click_09,673,1850,1365,2048,1947.9626373626375,5351.312255859375,1,3949,5923
image_012,image_012_click_10,461,1212,1365,2048,1334.6380952380953,3506.158935546875,1,3949,5923
image_012,image_012_click_11,682,1909,1365,2048,1974.0,5521.945556640625,1,3949,5923
image_012,image_012_click_12,507,1234,1365,2048,1467.7179487179487,3569.784912109375,1,3949,5923
image_012,image_012_click_13,659,1774,1365,2048,1907.4600732600732,5131.513427734375,1,3949,5923
image_012,image_012_click_14,685,1856,1365,2048,1982.6791208791208,5368.664794921875,1,3949,5923
image_012,image_012_click_15,886,1242,1365,2048,2564.18021978022,3592.921630859375,1,3949,5923
image_013,image_013_click_01,806,491,2048,1364,1832.23974609375,1116.5454545454545,1,4654,3100
image_013,image_013_click_02,260,1015,2048,1364,591.47607421875,2307.4545454545455,1,4654,3100
image_013,image_013_click_03,343,1005,2048,1364,780.09033203125,2284.7272727272725,1,4654,3100
image_013,image_013_click_04,761,497,2048,1364,1729.97900390625,1130.1818181818182,1,4654,3100
image_013,image_013_click_05,835,504,2048,1364,1898.14111328125,1146.090909090909,1,4654,3100
image_013,image_013_click_06,262,1015,2048,1364,596.02099609375,2307.4545454545455,1,4654,3100
image_013,image_013_click_07,248,1017,2048,1364,564.20654296875,2312.0,1,4654,3100
image_013,image_013_click_08,768,529,2048,1364,1745.88623046875,1202.909090909091,1,4654,3100
image_013,image_013_click_09,769,517,2048,1364,1748.15869140625,1175.6363636363637,1,4654,3100
image_013,image_013_click_10,531,913,2048,1364,1207.31298828125,2075.6363636363635,1,4654,3100
image_013,image_013_click_11,565,729,2048,1364,1284.57666015625,1657.4545454545455,1,4654,3100
image_013,image_013_click_12,807,460,2048,1364,1834.51220703125,1046.090909090909,1,4654,3100
image_013,image_013_click_13,278,1015,2048,1364,632.38037109375,2307.4545454545455,1,4654,3100
image_013,image_013_click_14,233,1004,2048,1364,530.11962890625,2282.4545454545455,1,4654,3100
image_013,image_013_click_15,767,510,2048,1364,1743.61376953125,1159.7272727272727,1,4654,3100
image_014,image_014_click_01,903,640,2048,1365,2383.5400390625,1690.1384615384616,1,5404,3603
image_014,image_014_click_02,772,719,2048,1365,2037.8740234375,1898.6637362637362,1,5404,3603
image_014,image_014_click_03,768,684,2048,1365,2027.3193359375,1806.279120879121,1,5404,3603
image_014,image_014_click_04,714,647,2048,1365,1884.8310546875,1708.6153846153845,1,5404,3603
image_014,image_014_click_05,769,714,2048,1365,2029.9580078125,1885.465934065934,1,5404,3603
image_014,image_014_click_06,769,683,2048,1365,2029.9580078125,1803.6395604395605,1,5404,3603
image_014,image_014_click_07,793,709,2048,1365,2093.2861328125,1872.2681318681318,1,5404,3603
image_014,image_014_click_08,825,518,2048,1365,2177.7236328125,1368.1120879120879,1,5404,3603
image_014,image_014_click_09,773,717,2048,1365,2040.5126953125,1893.3846153846155,1,5404,3603
image_014,image_014_click_10,898,608,2048,1365,2370.3466796875,1605.6725274725275,1,5404,3603
image_014,image_014_click_11,856,681,2048,1365,2259.5224609375,1798.3604395604395,1,5404,3603
image_014,image_014_click_12,754,737,2048,1365,1990.3779296875,1946.1758241758241,1,5404,3603
image_014,image_014_click_13,878,716,2048,1365,2317.5732421875,1890.745054945055,1,5404,3603
image_014,image_014_click_14,715,745,2048,1365,1887.4697265625,1967.2923076923078,1,5404,3603
image_014,image_014_click_15,770,666,2048,1365,2032.5966796875,1758.767032967033,1,5404,3603
image_015,image_015_click_01,1171,1199,2048,2048,2826.43017578125,2893.99658203125,1,4942,4942
image_015,image_015_click_02,1149,1194,2048,2048,2773.34228515625,2881.93115234375,1,4942,4942
image_015,image_015_click_03,1195,1139,2048,2048,2884.34423828125,2749.21142578125,1,4942,4942
image_015,image_015_click_04,1052,740,2048,2048,2539.27294921875,1786.39013671875,1,4942,4942
image_015,image_015_click_05,1198,1173,2048,2048,2891.58349609375,2831.25634765625,1,4942,4942
image_015,image_015_click_06,1205,1179,2048,2048,2908.47509765625,2845.73486328125,1,4942,4942
image_015,image_015_click_07,1083,739,2048,2048,2614.07861328125,1783.97705078125,1,4942,4942
image_015,image_015_click_08,1034,722,2048,2048,2495.83740234375,1742.95458984375,1,4942,4942
image_015,image_015_click_09,1058,751,2048,2048,2553.75146484375,1812.93408203125,1,4942,4942
image_015,image_015_click_10,1215,1223,2048,2048,2932.60595703125,2951.91064453125,1,4942,4942
image_015,image_015_click_11,1051,738,2048,2048,2536.85986328125,1781.56396484375,1,4942,4942
image_015,image_015_click_12,1178,1182,2048,2048,2843.32177734375,2852.97412109375,1,4942,4942
image_015,image_015_click_13,1190,1213,2048,2048,2872.27880859375,2927.77978515625,1,4942,4942
image_015,image_015_click_14,892,807,2048,2048,2153.17919921875,1948.06689453125,1,4942,4942
image_015,image_015_click_15,1173,1239,2048,2048,2831.25634765625,2990.52001953125,1,4942,4942
image_016,image_016_click_01,1043,897,1365,2048,2176.707326007326,1871.62890625,1,2848,4272
image_016,image_016_click_02,1028,874,1365,2048,2145.4106227106226,1823.65234375,1,2848,4272
image_016,image_016_click_03,1069,904,1365,2048,2230.9549450549453,1886.23046875,1,2848,4272
image_016,image_016_click_04,1142,893,1365,2048,2383.2655677655675,1863.28515625,1,2848,4272
image_016,image_016_click_05,1032,898,1365,2048,2153.75641025641,1873.71484375,1,2848,4272
image_016,image_016_click_06,1114,928,1365,2048,2324.845054945055,1936.29296875,1,2848,4272
image_016,image_016_click_07,1103,882,1365,2048,2301.8941391941394,1840.33984375,1,2848,4272
image_016,image_016_click_08,1054,894,1365,2048,2199.6582417582417,1865.37109375,1,2848,4272
image_016,image_016_click_09,1041,1025,1365,2048,2172.534432234432,2138.62890625,1,2848,4272
image_016,image_016_click_10,1068,905,1365,2048,2228.8684981684983,1888.31640625,1,2848,4272
image_016,image_016_click_11,1044,890,1365,2048,2178.7937728937727,1857.02734375,1,2848,4272
image_016,image_016_click_12,1021,754,1365,2048,2130.8054945054946,1573.33984375,1,2848,4272
image_016,image_016_click_13,1048,929,1365,2048,2187.1395604395602,1938.37890625,1,2848,4272
image_016,image_016_click_14,1120,973,1365,2048,2337.3637362637364,2030.16015625,1,2848,4272
image_016,image_016_click_15,1080,892,1365,2048,2253.905860805861,1861.19921875,1,2848,4272
image_017,image_017_click_01,1066,1019,1839,2048,1747.4233278955953,1670.623779296875,1,3014,3357
image_017,image_017_click_02,1005,1075,1839,2048,1647.4483414899403,1762.416748046875,1,3014,3357
image_017,image_017_click_03,1148,829,1839,2048,1881.81593257205,1359.183349609375,1,3014,3357
image_017,image_017_click_04,1039,867,1839,2048,1703.1721044045678,1421.471435546875,1,3014,3357
image_017,image_017_click_05,692,1117,1839,2048,1134.4619358346927,1831.261474609375,1,3014,3357
image_017,image_017_click_06,1408,1185,1839,2048,2307.9388254486134,1942.724365234375,1,3014,3357
image_017,image_017_click_07,1164,860,1839,2048,1908.0388798259924,1409.997314453125,1,3014,3357
image_017,image_017_click_08,1161,889,1839,2048,1903.122077215878,1457.532958984375,1,3014,3357
image_017,image_017_click_09,1158,871,1839,2048,1898.205274605764,1428.028076171875,1,3014,3357
image_017,image_017_click_10,1374,900,1839,2048,2252.215062533986,1475.563720703125,1,3014,3357
image_017,image_017_click_11,1360,1097,1839,2048,2229.2699836867864,1798.478271484375,1,3014,3357
image_017,image_017_click_12,1051,852,1839,2048,1722.8393148450245,1396.884033203125,1,3014,3357
image_017,image_017_click_13,1051,981,1839,2048,1722.8393148450245,1608.335693359375,1,3014,3357
image_017,image_017_click_14,1106,818,1839,2048,1812.9806960304513,1341.152587890625,1,3014,3357
image_017,image_017_click_15,1150,811,1839,2048,1885.0938009787928,1329.678466796875,1,3014,3357
image_018,image_018_click_01,1501,750,2048,1446,3726.123291015625,1861.7365145228216,1,5083,3588
image_018,image_018_click_02,1581,783,2048,1446,3924.677978515625,1943.6203319502074,1,5083,3588
image_018,image_018_click_03,1612,919,2048,1446,4001.617919921875,2281.0809128630704,1,5083,3588
image_018,image_018_click_04,1552,898,2048,1446,3852.701904296875,2228.973029045643,1,5083,3588
image_018,image_018_click_05,1550,818,2048,1446,3847.738037109375,2030.466804979253,1,5083,3588
image_018,image_018_click_06,1525,803,2048,1446,3785.689697265625,1993.246887966805,1,5083,3588
image_018,image_018_click_07,1468,793,2048,1446,3644.219482421875,1968.4336099585062,1,5083,3588
image_018,image_018_click_08,1426,908,2048,1446,3539.978271484375,2253.786307053942,1,5083,3588
image_018,image_018_click_09,1620,660,2048,1446,4021.473388671875,1638.4170124481327,1,5083,3588
image_018,image_018_click_10,1583,892,2048,1446,3929.641845703125,2214.085062240664,1,5083,3588
image_018,image_018_click_11,1606,886,2048,1446,3986.726318359375,2199.197095435685,1,5083,3588
image_018,image_018_click_12,1588,916,2048,1446,3942.051513671875,2273.636929460581,1,5083,3588
image_018,image_018_click_13,1569,945,2048,1446,3894.894775390625,2345.5954356846473,1,5083,3588
image_018,image_018_click_14,1512,806,2048,1446,3753.424560546875,2000.6908713692947,1,5083,3588
image_018,image_018_click_15,1583,898,2048,1446,3929.641845703125,2228.973029045643,1,5083,3588
image_019,image_019_click_01,1002,1105,1536,2048,1973.171875,2175.953125,1,3024,4032
image_019,image_019_click_02,962,1073,1536,2048,1894.421875,2112.953125,1,3024,4032
image_019,image_019_click_03,949,1098,1536,2048,1868.828125,2162.171875,1,3024,4032
image_019,image_019_click_04,943,1067,1536,2048,1857.015625,2101.140625,1,3024,4032
image_019,image_019_click_05,955,1067,1536,2048,1880.640625,2101.140625,1,3024,4032
image_019,image_019_click_06,965,1124,1536,2048,1900.328125,2213.359375,1,3024,4032
image_019,image_019_click_07,981,1097,1536,2048,1931.828125,2160.203125,1,3024,4032
image_019,image_019_click_08,958,1116,1536,2048,1886.546875,2197.609375,1,3024,4032
image_019,image_019_click_09,972,1105,1536,2048,1914.109375,2175.953125,1,3024,4032
image_019,image_019_click_10,997,1092,1536,2048,1963.328125,2150.359375,1,3024,4032
image_019,image_019_click_11,950,1088,1536,2048,1870.796875,2142.484375,1,3024,4032
image_019,image_019_click_12,979,1103,1536,2048,1927.890625,2172.015625,1,3024,4032
image_019,image_019_click_13,991,1126,1536,2048,1951.515625,2217.296875,1,3024,4032
image_019,image_019_click_14,964,1072,1536,2048,1898.359375,2110.984375,1,3024,4032
image_019,image_019_click_15,985,1038,1536,2048,1939.703125,2044.046875,1,3024,4032
image_020,image_020_click_01,689,1337,1561,2048,1083.4417040358744,2102.4052734375,1,2454,3220
image_020,image_020_click_02,1186,1404,1561,2048,1864.7600896860986,2207.7470703125,1,2454,3220
image_020,image_020_click_03,813,1418,1561,2048,1278.3782831518258,2229.7587890625,1,2454,3220
image_020,image_020_click_04,1027,1469,1561,2048,1614.8010890454836,2309.9443359375,1,2454,3220
image_020,image_020_click_05,927,1450,1561,2048,1457.5941704035874,2280.0712890625,1,2454,3220
image_020,image_020_click_06,705,1391,1561,2048,1108.5948110185777,2187.3076171875,1,2454,3220
image_020,image_020_click_07,803,1396,1561,2048,1262.657591287636,2195.1689453125,1,2454,3220
image_020,image_020_click_08,904,1509,1561,2048,1421.4365791159514,2372.8349609375,1,2454,3220
image_020,image_020_click_09,848,1453,1561,2048,1333.4007046764893,2284.7880859375,1,2454,3220
image_020,image_020_click_10,833,1290,1561,2048,1309.819666880205,2028.5087890625,1,2454,3220
image_020,image_020_click_11,767,1353,1561,2048,1206.0631005765536,2127.5615234375,1,2454,3220
image_020,image_020_click_12,967,1337,1561,2048,1520.476937860346,2102.4052734375,1,2454,3220
