source,model_id,image_id,click_id,strategy,click_number,iou
user,GPCIS_Resnet50,image_003,image_003_click_03,,1,0.8754792308452823
user,GPCIS_Resnet50,image_003,image_003_click_04,,1,0.867433343726882
user,GPCIS_Resnet50,image_003,image_003_click_05,,1,0.8769536637296498
user,GPCIS_Resnet50,image_003,image_003_click_06,,1,0.8752771748192033
user,GPCIS_Resnet50,image_003,image_003_click_07,,1,0.8728480086575928
user,GPCIS_Resnet50,image_003,image_003_click_08,,1,0.8698770442955196
user,GPCIS_Resnet50,image_003,image_003_click_09,,1,0.7616829682212468
user,GPCIS_Resnet50,image_003,image_003_click_10,,1,0.8717507843340462
user,GPCIS_Resnet50,image_003,image_003_click_11,,1,0.6151985250677369
user,GPCIS_Resnet50,image_003,image_003_click_12,,1,0.6596798165527199
user,GPCIS_Resnet50,image_003,image_003_click_13,,1,0.8581237941661399
user,GPCIS_Resnet50,image_003,image_003_click_14,,1,0.8522033434551018
user,GPCIS_Resnet50,image_003,image_003_click_15,,1,0.8081328571073414
user,GPCIS_Resnet50,image_004,image_004_click_01,,1,0.4513367371710037
user,GPCIS_Resnet50,image_004,image_004_click_02,,1,0.41638544543471756
user,GPCIS_Resnet50,image_004,image_004_click_03,,1,0.37001155733511853
user,GPCIS_Resnet50,image_004,image_004_click_04,,1,0.42245501956382936
user,GPCIS_Resnet50,image_004,image_004_click_05,,1,0.4255926988093731
user,GPCIS_Resnet50,image_004,image_004_click_06,,1,0.39383535038624057
user,GPCIS_Resnet50,image_004,image_004_click_07,,1,0.45131737262602845
user,GPCIS_Resnet50,image_004,image_004_click_08,,1,0.403070934405449
user,GPCIS_Resnet50,image_004,image_004_click_09,,1,0.3886949977188186
user,GPCIS_Resnet50,image_004,image_004_click_10,,1,0.4448440923257321
user,GPCIS_Resnet50,image_004,image_004_click_11,,1,0.4277659061652147
user,GPCIS_Resnet50,image_004,image_004_click_12,,1,0.439997946209711
user,GPCIS_Resnet50,image_004,image_004_click_13,,1,0.4412947659979804
user,GPCIS_Resnet50,image_004,image_004_click_14,,1,0.3913928969207708
user,GPCIS_Resnet50,image_004,image_004_click_15,,1,0.3850402780752187
user,GPCIS_Resnet50,image_005,image_005_click_01,,1,0.305052697626699
user,GPCIS_Resnet50,image_005,image_005_click_02,,1,0.2610169203828233
user,GPCIS_Resnet50,image_005,image_005_click_03,,1,0.3183538990129885
user,GPCIS_Resnet50,image_005,image_005_click_04,,1,0.5289254595575503
user,GPCIS_Resnet50,image_005,image_005_click_05,,1,0.3040615469919601
user,GPCIS_Resnet50,image_005,image_005_click_06,,1,0.5500150538593634
user,GPCIS_Resnet50,image_005,image_005_click_07,,1,0.6391561201927033
user,GPCIS_Resnet50,image_005,image_005_click_08,,1,0.6450397030910971
user,GPCIS_Resnet50,image_005,image_005_click_09,,1,0.4568479363279706
user,GPCIS_Resnet50,image_005,image_005_click_10,,1,0.6400098725555029
user,GPCIS_Resnet50,image_005,image_005_click_11,,1,0.3046294674883776
user,GPCIS_Resnet50,image_005,image_005_click_12,,1,0.2876555589656699
user,GPCIS_Resnet50,image_005,image_005_click_13,,1,0.6214048524265571
user,GPCIS_Resnet50,image_005,image_005_click_14,,1,0.6342596025882864
user,GPCIS_Resnet50,image_005,image_005_click_15,,1,0.6083819352540312
user,GPCIS_Resnet50,image_006,image_006_click_01,,1,0.884717737808339
user,GPCIS_Resnet50,image_006,image_006_click_02,,1,0.8860713554558821
user,GPCIS_Resnet50,image_006,image_006_click_03,,1,0.8875644150093949
user,GPCIS_Resnet50,image_006,image_006_click_04,,1,0.8870374418096332
user,GPCIS_Resnet50,image_006,image_006_click_05,,1,0.8781000009312808
user,GPCIS_Resnet50,image_006,image_006_click_06,,1,0.8856427767284772
user,GPCIS_Resnet50,image_006,image_006_click_07,,1,0.8851616085471518
user,GPCIS_Resnet50,image_006,image_006_click_08,,1,0.8837093501610171
user,GPCIS_Resnet50,image_006,image_006_click_09,,1,0.884776266628203
user,GPCIS_Resnet50,image_006,image_006_click_10,,1,0.8868545605013809
user,GPCIS_Resnet50,image_006,image_006_click_11,,1,0.8873171321484705
user,GPCIS_Resnet50,image_006,image_006_click_12,,1,0.8867026473735635
user,GPCIS_Resnet50,image_006,image_006_click_13,,1,0.8834569670796065
user,GPCIS_Resnet50,image_006,image_006_click_14,,1,0.8872711546778146
user,GPCIS_Resnet50,image_006,image_006_click_15,,1,0.8850541053101294
user,GPCIS_Resnet50,image_007,image_007_click_01,,1,0.935812859540793
user,GPCIS_Resnet50,image_007,image_007_click_02,,1,0.9273599867834131
user,GPCIS_Resnet50,image_007,image_007_click_03,,1,0.9023952489235242
user,GPCIS_Resnet50,image_007,image_007_click_04,,1,0.9178782208147401
user,GPCIS_Resnet50,image_007,image_007_click_05,,1,0.9306133137972814
user,GPCIS_Resnet50,image_007,image_007_click_06,,1,0.8992562088999553
user,GPCIS_Resnet50,image_007,image_007_click_07,,1,0.8752081492162426
user,GPCIS_Resnet50,image_007,image_007_click_08,,1,0.9200943749062924
user,GPCIS_Resnet50,image_007,image_007_click_09,,1,0.9210813149781433
user,GPCIS_Resnet50,image_007,image_007_click_10,,1,0.9219136926139848
user,GPCIS_Resnet50,image_007,image_007_click_11,,1,0.9319698411196177
user,GPCIS_Resnet50,image_007,image_007_click_12,,1,0.916007712366448
user,GPCIS_Resnet50,image_007,image_007_click_13,,1,0.9187908188768612
user,GPCIS_Resnet50,image_007,image_007_click_14,,1,0.9302070021729509
user,GPCIS_Resnet50,image_007,image_007_click_15,,1,0.911557987693784
user,GPCIS_Resnet50,image_008,image_008_click_01,,1,0.5825687131802041
user,GPCIS_Resnet50,image_008,image_008_click_02,,1,0.6139414056862462
user,GPCIS_Resnet50,image_008,image_008_click_03,,1,0.6506228893908602
user,GPCIS_Resnet50,image_008,image_008_click_04,,1,0.5838626478810064
user,GPCIS_Resnet50,image_008,image_008_click_05,,1,0.5736471571153003
user,GPCIS_Resnet50,image_008,image_008_click_06,,1,0.58591688519635
user,GPCIS_Resnet50,image_008,image_008_click_07,,1,0.537751927722805
user,GPCIS_Resnet50,image_008,image_008_click_08,,1,0.6134748608934939
user,GPCIS_Resnet50,image_008,image_008_click_09,,1,0.6464572419588421
user,GPCIS_Resnet50,image_008,image_008_click_10,,1,0.4986035337944822
user,GPCIS_Resnet50,image_008,image_008_click_11,,1,0.46516425828552876
user,GPCIS_Resnet50,image_008,image_008_click_12,,1,0.5906026867721994
user,GPCIS_Resnet50,image_008,image_008_click_13,,1,0.35527056775712895
user,GPCIS_Resnet50,image_008,image_008_click_14,,1,0.4528680954219228
user,GPCIS_Resnet50,image_008,image_008_click_15,,1,0.5
user,GPCIS_Resnet50,image_009,image_009_click_01,,1,0.4382084422326447
user,GPCIS_Resnet50,image_009,image_009_click_02,,1,0.44207110271722505
user,GPCIS_Resnet50,image_009,image_009_click_03,,1,0.4410901698906335
user,GPCIS_Resnet50,image_009,image_009_click_04,,1,0.4398826979472141
user,GPCIS_Resnet50,image_009,image_009_click_05,,1,0.17482592427332336
user,GPCIS_Resnet50,image_009,image_009_click_06,,1,0.44199362865163655
user,GPCIS_Resnet50,image_009,image_009_click_07,,1,0.4282030335045003
user,GPCIS_Resnet50,image_009,image_009_click_08,,1,0.4386817400164291
user,GPCIS_Resnet50,image_009,image_009_click_09,,1,0.44281068838910354
user,GPCIS_Resnet50,image_009,image_009_click_10,,1,0.42723974568418127
user,GPCIS_Resnet50,image_009,image_009_click_11,,1,0.38732344815454817
user,GPCIS_Resnet50,image_009,image_009_click_12,,1,0.44766552298512186
user,GPCIS_Resnet50,image_009,image_009_click_13,,1,0.44520124980414205
user,GPCIS_Resnet50,image_009,image_009_click_14,,1,0.4394567596592912
user,GPCIS_Resnet50,image_009,image_009_click_15,,1,0.44090118801700406
user,GPCIS_Resnet50,image_010,image_010_click_01,,1,0.8368718086535878
user,GPCIS_Resnet50,image_010,image_010_click_02,,1,0.8387510115996762
user,GPCIS_Resnet50,image_010,image_010_click_03,,1,0.8367181153533713
user,GPCIS_Resnet50,image_010,image_010_click_04,,1,0.8373473655805168
user,GPCIS_Resnet50,image_010,image_010_click_05,,1,0.8378068519018074
user,GPCIS_Resnet50,image_010,image_010_click_06,,1,0.8347269049224545
user,GPCIS_Resnet50,image_010,image_010_click_07,,1,0.8379738342837973
user,GPCIS_Resnet50,image_010,image_010_click_08,,1,0.837339635381499
user,GPCIS_Resnet50,image_010,image_010_click_09,,1,0.8382194001621184
user,GPCIS_Resnet50,image_010,image_010_click_10,,1,0.8374627673977796
user,GPCIS_Resnet50,image_010,image_010_click_11,,1,0.8380234280328531
user,GPCIS_Resnet50,image_010,image_010_click_12,,1,0.8358891579230562
user,GPCIS_Resnet50,image_010,image_010_click_13,,1,0.8369049233690492
user,GPCIS_Resnet50,image_010,image_010_click_14,,1,0.8388039415562352
user,GPCIS_Resnet50,image_010,image_010_click_15,,1,0.8387510115996762
user,GPCIS_Resnet50,image_011,image_011_click_01,,1,0.5392275320763206
user,GPCIS_Resnet50,image_011,image_011_click_02,,1,0.15731840428153937
user,GPCIS_Resnet50,image_011,image_011_click_03,,1,0.5890811639801734
user,GPCIS_Resnet50,image_011,image_011_click_04,,1,0.5645729958464456
user,GPCIS_Resnet50,image_011,image_011_click_05,,1,0.5198601789906
user,GPCIS_Resnet50,image_011,image_011_click_06,,1,0.5373179406540747
user,GPCIS_Resnet50,image_011,image_011_click_07,,1,0.5029455709148726
user,GPCIS_Resnet50,image_011,image_011_click_08,,1,0.5137565067529544
user,GPCIS_Resnet50,image_011,image_011_click_09,,1,0.5329696679580821
user,GPCIS_Resnet50,image_011,image_011_click_10,,1,0.4230508134763959
user,GPCIS_Resnet50,image_011,image_011_click_11,,1,0.49372796740759506
user,GPCIS_Resnet50,image_011,image_011_click_12,,1,0.4093842628417595
user,GPCIS_Resnet50,image_011,image_011_click_13,,1,0.5420716797282005
user,GPCIS_Resnet50,image_011,image_011_click_14,,1,0.14202334117465107
user,GPCIS_Resnet50,image_011,image_011_click_15,,1,0.5215337979289899
user,GPCIS_Resnet50,image_012,image_012_click_01,,1,0.21893551494559416
user,GPCIS_Resnet50,image_012,image_012_click_02,,1,0.2735681673014596
user,GPCIS_Resnet50,image_012,image_012_click_03,,1,0.13608554788129715
user,GPCIS_Resnet50,image_012,image_012_click_04,,1,0.15086469058986268
user,GPCIS_Resnet50,image_012,image_012_click_05,,1,0.28003512866702807
user,GPCIS_Resnet50,image_012,image_012_click_06,,1,0.2065181796177558
user,GPCIS_Resnet50,image_012,image_012_click_07,,1,0.20025161444145145
user,GPCIS_Resnet50,image_012,image_012_click_08,,1,0.1345968134621296
user,GPCIS_Resnet50,image_012,image_012_click_09,,1,0.2724415858547136
user,GPCIS_Resnet50,image_012,image_012_click_10,,1,0.1444549515766133
user,GPCIS_Resnet50,image_012,image_012_click_11,,1,0.2634270432766395
user,GPCIS_Resnet50,image_012,image_012_click_12,,1,0.15874710284087146
user,GPCIS_Resnet50,image_012,image_012_click_13,,1,0.281790820165538
user,GPCIS_Resnet50,image_012,image_012_click_14,,1,0.2728628089472837
user,GPCIS_Resnet50,image_012,image_012_click_15,,1,0.12595753754968805
user,GPCIS_Resnet50,image_013,image_013_click_01,,1,0.3976150738940087
user,GPCIS_Resnet50,image_013,image_013_click_02,,1,0.08437980817954836
user,GPCIS_Resnet50,image_013,image_013_click_03,,1,0.22425231843638754
user,GPCIS_Resnet50,image_013,image_013_click_04,,1,0.3356245798298859
user,GPCIS_Resnet50,image_013,image_013_click_05,,1,0.3996444496255064
user,GPCIS_Resnet50,image_013,image_013_click_06,,1,0.08740215230337053
user,GPCIS_Resnet50,image_013,image_013_click_07,,1,0.08490639429259163
user,GPCIS_Resnet50,image_013,image_013_click_08,,1,0.2810793693442985
user,GPCIS_Resnet50,image_013,image_013_click_09,,1,0.3080925217827368
user,GPCIS_Resnet50,image_013,image_013_click_10,,1,0.3205870238181177
user,GPCIS_Resnet50,image_013,image_013_click_11,,1,0.2690543732887883
user,GPCIS_Resnet50,image_013,image_013_click_12,,1,0.38604958770720177
user,GPCIS_Resnet50,image_013,image_013_click_13,,1,0.08106548259026022
user,GPCIS_Resnet50,image_013,image_013_click_14,,1,0.08049155572848633
user,GPCIS_Resnet50,image_013,image_013_click_15,,1,0.31756920541038447
user,GPCIS_Resnet50,image_014,image_014_click_01,,1,0.931088835910911
user,GPCIS_Resnet50,image_014,image_014_click_02,,1,0.927998839540095
user,GPCIS_Resnet50,image_014,image_014_click_03,,1,0.9242058843027509
user,GPCIS_Resnet50,image_014,image_014_click_04,,1,0.9164883586737751
user,GPCIS_Resnet50,image_014,image_014_click_05,,1,0.9277315045760921
user,GPCIS_Resnet50,image_014,image_014_click_06,,1,0.9250551294810998
user,GPCIS_Resnet50,image_014,image_014_click_07,,1,0.9308521396755766
user,GPCIS_Resnet50,image_014,image_014_click_08,,1,0.9220066907483196
user,GPCIS_Resnet50,image_014,image_014_click_09,,1,0.9285975672972118
user,GPCIS_Resnet50,image_014,image_014_click_10,,1,0.9305838634516878
user,GPCIS_Resnet50,image_014,image_014_click_11,,1,0.9308602902624982
user,GPCIS_Resnet50,image_014,image_014_click_12,,1,0.9302126373638718
user,GPCIS_Resnet50,image_014,image_014_click_13,,1,0.9261164439393762
user,GPCIS_Resnet50,image_014,image_014_click_14,,1,0.9265015568883711
user,GPCIS_Resnet50,image_014,image_014_click_15,,1,0.9217277289195835
user,GPCIS_Resnet50,image_015,image_015_click_01,,1,0.774348760872673
user,GPCIS_Resnet50,image_015,image_015_click_02,,1,0.8228455607528927
user,GPCIS_Resnet50,image_015,image_015_click_03,,1,0.865126212641928
user,GPCIS_Resnet50,image_015,image_015_click_04,,1,0.19418630446761462
user,GPCIS_Resnet50,image_015,image_015_click_05,,1,0.768465950710956
user,GPCIS_Resnet50,image_015,image_015_click_06,,1,0.7578740047570658
user,GPCIS_Resnet50,image_015,image_015_click_07,,1,0.2740738201935902
user,GPCIS_Resnet50,image_015,image_015_click_08,,1,0.17840997200319386
user,GPCIS_Resnet50,image_015,image_015_click_09,,1,0.20981456949852795
user,GPCIS_Resnet50,image_015,image_015_click_10,,1,0.743351502038195
user,GPCIS_Resnet50,image_015,image_015_click_11,,1,0.19466976993182264
user,GPCIS_Resnet50,image_015,image_015_click_12,,1,0.7954957221942627
user,GPCIS_Resnet50,image_015,image_015_click_13,,1,0.7458572913495839
user,GPCIS_Resnet50,image_015,image_015_click_14,,1,0.411309405768943
user,GPCIS_Resnet50,image_015,image_015_click_15,,1,0.625912395620789
user,GPCIS_Resnet50,image_016,image_016_click_01,,1,0.7222874891640142
user,GPCIS_Resnet50,image_016,image_016_click_02,,1,0.7393948123836078
user,GPCIS_Resnet50,image_016,image_016_click_03,,1,0.7533537426126903
user,GPCIS_Resnet50,image_016,image_016_click_04,,1,0.8154017383930464
user,GPCIS_Resnet50,image_016,image_016_click_05,,1,0.7420453052957563
user,GPCIS_Resnet50,image_016,image_016_click_06,,1,0.7999594110918417
user,GPCIS_Resnet50,image_016,image_016_click_07,,1,0.692109605241824
user,GPCIS_Resnet50,image_016,image_016_click_08,,1,0.7775204255644074
user,GPCIS_Resnet50,image_016,image_016_click_09,,1,0.8547973032413887
user,GPCIS_Resnet50,image_016,image_016_click_10,,1,0.7524478011632286
user,GPCIS_Resnet50,image_016,image_016_click_11,,1,0.763262888179917
user,GPCIS_Resnet50,image_016,image_016_click_12,,1,0.7182036145972849
user,GPCIS_Resnet50,image_016,image_016_click_13,,1,0.7262580171885831
user,GPCIS_Resnet50,image_016,image_016_click_14,,1,0.8505168862850173
user,GPCIS_Resnet50,image_016,image_016_click_15,,1,0.7354662823188681
user,GPCIS_Resnet50,image_017,image_017_click_01,,1,0.6968007089302312
user,GPCIS_Resnet50,image_017,image_017_click_02,,1,0.6933714958990486
user,GPCIS_Resnet50,image_017,image_017_click_03,,1,0.7339482693380247
user,GPCIS_Resnet50,image_017,image_017_click_04,,1,0.696810514381753
user,GPCIS_Resnet50,image_017,image_017_click_05,,1,0.6455945083142701
user,GPCIS_Resnet50,image_017,image_017_click_06,,1,0.4666368255809555
user,GPCIS_Resnet50,image_017,image_017_click_07,,1,0.7406967870092785
user,GPCIS_Resnet50,image_017,image_017_click_08,,1,0.7430481295466318
user,GPCIS_Resnet50,image_017,image_017_click_09,,1,0.739930113374471
user,GPCIS_Resnet50,image_017,image_017_click_10,,1,0.5839893250655672
user,GPCIS_Resnet50,image_017,image_017_click_11,,1,0.7647117556076768
user,GPCIS_Resnet50,image_017,image_017_click_12,,1,0.7054725963666585
user,GPCIS_Resnet50,image_017,image_017_click_13,,1,0.7018959921653665
user,GPCIS_Resnet50,image_017,image_017_click_14,,1,0.7291404548510871
user,GPCIS_Resnet50,image_017,image_017_click_15,,1,0.7385993594408367
user,GPCIS_Resnet50,image_018,image_018_click_01,,1,0.8803686040233111
user,GPCIS_Resnet50,image_018,image_018_click_02,,1,0.8884362458932537
user,GPCIS_Resnet50,image_018,image_018_click_03,,1,0.8936228004825918
user,GPCIS_Resnet50,image_018,image_018_click_04,,1,0.8937595856986356
user,GPCIS_Resnet50,image_018,image_018_click_05,,1,0.8967156746343184
user,GPCIS_Resnet50,image_018,image_018_click_06,,1,0.8940531297939419
user,GPCIS_Resnet50,image_018,image_018_click_07,,1,0.8889956248683503
user,GPCIS_Resnet50,image_018,image_018_click_08,,1,0.8545936932267371
user,GPCIS_Resnet50,image_018,image_018_click_09,,1,0.8705125203866116
user,GPCIS_Resnet50,image_018,image_018_click_10,,1,0.8953246756677855
user,GPCIS_Resnet50,image_018,image_018_click_11,,1,0.8925542711779515
user,GPCIS_Resnet50,image_018,image_018_click_12,,1,0.8952253062736486
user,GPCIS_Resnet50,image_018,image_018_click_13,,1,0.8934995808995984
user,GPCIS_Resnet50,image_018,image_018_click_14,,1,0.8904908457159884
user,GPCIS_Resnet50,image_018,image_018_click_15,,1,0.8953224866574787
user,GPCIS_Resnet50,image_019,image_019_click_01,,1,0.13260695588382407
user,GPCIS_Resnet50,image_019,image_019_click_02,,1,0.12859106097079007
user,GPCIS_Resnet50,image_019,image_019_click_03,,1,0.13952135316114106
user,GPCIS_Resnet50,image_019,image_019_click_04,,1,0.13759811926266025
user,GPCIS_Resnet50,image_019,image_019_click_05,,1,0.12876894930840757
user,GPCIS_Resnet50,image_019,image_019_click_06,,1,0.12546678784235124
user,GPCIS_Resnet50,image_019,image_019_click_07,,1,0.12532137220350378
user,GPCIS_Resnet50,image_019,image_019_click_08,,1,0.13465622748487077
user,GPCIS_Resnet50,image_019,image_019_click_09,,1,0.12791033241158103
user,GPCIS_Resnet50,image_019,image_019_click_10,,1,0.13045617699240844
user,GPCIS_Resnet50,image_019,image_019_click_11,,1,0.13589312546689739
user,GPCIS_Resnet50,image_019,image_019_click_12,,1,0.12899519927340355
user,GPCIS_Resnet50,image_019,image_019_click_13,,1,0.13061233054554777
user,GPCIS_Resnet50,image_019,image_019_click_14,,1,0.12833814725767673
user,GPCIS_Resnet50,image_019,image_019_click_15,,1,0.10824140139283411
user,GPCIS_Resnet50,image_020,image_020_click_01,,1,0.04618879924662614
user,GPCIS_Resnet50,image_020,image_020_click_02,,1,0.476051213718788
user,GPCIS_Resnet50,image_020,image_020_click_03,,1,0.0545117479815994
user,GPCIS_Resnet50,image_020,image_020_click_04,,1,0.5314604177189967
user,GPCIS_Resnet50,image_020,image_020_click_05,,1,0.45196931296266984
user,GPCIS_Resnet50,image_020,image_020_click_06,,1,0.02080128314784092
user,GPCIS_Resnet50,image_020,image_020_click_07,,1,0.05427689852589926
user,GPCIS_Resnet50,image_020,image_020_click_08,,1,0.24961539777409106
user,GPCIS_Resnet50,image_020,image_020_click_09,,1,0.06682307833708029
user,GPCIS_Resnet50,image_020,image_020_click_10,,1,0.5139826148783893
user,GPCIS_Resnet50,image_020,image_020_click_11,,1,0.07035277867497357
user,GPCIS_Resnet50,image_020,image_020_click_12,,1,0.1961126326392034
user,GPCIS_Resnet50,image_020,image_020_click_13,,1,0.542148607974177
user,GPCIS_Resnet50,image_020,image_020_click_14,,1,0.019570208099812757
user,GPCIS_Resnet50,image_020,image_020_click_15,,1,0.04418591030838343
user,GPCIS_Resnet50,image_021,image_021_click_01,,1,0.9154594293850237
user,GPCIS_Resnet50,image_021,image_021_click_02,,1,0.6606739700653589
user,GPCIS_Resnet50,image_021,image_021_click_03,,1,0.9124093109215977
user,GPCIS_Resnet50,image_021,image_021_click_04,,1,0.9120915107021538
user,GPCIS_Resnet50,image_021,image_021_click_05,,1,0.9042793158676583
user,GPCIS_Resnet50,image_021,image_021_click_06,,1,0.9041017891495737
user,GPCIS_Resnet50,image_021,image_021_click_07,,1,0.8906505123287043
user,GPCIS_Resnet50,image_021,image_021_click_08,,1,0.9141358302469906
user,GPCIS_Resnet50,image_021,image_021_click_09,,1,0.9186817118725548
user,GPCIS_Resnet50,image_021,image_021_click_10,,1,0.8644295853913008
user,GPCIS_Resnet50,image_021,image_021_click_11,,1,0.9169026776519053
user,GPCIS_Resnet50,image_021,image_021_click_12,,1,0.9124783725435163
user,GPCIS_Resnet50,image_021,image_021_click_13,,1,0.9100214093988326
user,GPCIS_Resnet50,image_021,image_021_click_14,,1,0.9241025139696759
user,GPCIS_Resnet50,image_021,image_021_click_15,,1,0.9179976379052707
user,GPCIS_Resnet50,image_022,image_022_click_01,,1,0.6467733562410002
user,GPCIS_Resnet50,image_022,image_022_click_02,,1,0.45684380846437783
user,GPCIS_Resnet50,image_022,image_022_click_03,,1,0.41989729153149985
user,GPCIS_Resnet50,image_022,image_022_click_04,,1,0.47938782284497067
user,GPCIS_Resnet50,image_022,image_022_click_05,,1,0.42430792709073195
user,GPCIS_Resnet50,image_022,image_022_click_06,,1,0.6338799179342413
user,GPCIS_Resnet50,image_022,image_022_click_07,,1,0.6463269556404266
user,GPCIS_Resnet50,image_022,image_022_click_08,,1,0.6506642167668104
user,GPCIS_Resnet50,image_022,image_022_click_09,,1,0.5363349996276029
user,GPCIS_Resnet50,image_022,image_022_click_10,,1,0.5619655275498113
user,GPCIS_Resnet50,image_022,image_022_click_11,,1,0.44649033257355075
user,GPCIS_Resnet50,image_022,image_022_click_12,,1,0.4992220127594297
user,GPCIS_Resnet50,image_022,image_022_click_13,,1,0.6108211126110723
user,GPCIS_Resnet50,image_022,image_022_click_14,,1,0.6138725604712687
user,GPCIS_Resnet50,image_022,image_022_click_15,,1,0.5292355005322714
user,GPCIS_Resnet50,image_023,image_023_click_01,,1,0.7329742790935762
user,GPCIS_Resnet50,image_023,image_023_click_02,,1,0.7405928922212228
user,GPCIS_Resnet50,image_023,image_023_click_03,,1,0.732846266415171
user,GPCIS_Resnet50,image_023,image_023_click_04,,1,0.7375317095474314
user,GPCIS_Resnet50,image_023,image_023_click_05,,1,0.7418093467515696
user,GPCIS_Resnet50,image_023,image_023_click_06,,1,0.7396450848337854
user,GPCIS_Resnet50,image_023,image_023_click_07,,1,0.7273915509630324
user,GPCIS_Resnet50,image_023,image_023_click_08,,1,0.7320359528325224
user,GPCIS_Resnet50,image_023,image_023_click_09,,1,0.733026429273813
user,GPCIS_Resnet50,image_023,image_023_click_10,,1,0.7337088802384787
user,GPCIS_Resnet50,image_023,image_023_click_11,,1,0.7353766740083908
user,GPCIS_Resnet50,image_023,image_023_click_12,,1,0.7360974656616277
user,GPCIS_Resnet50,image_023,image_023_click_13,,1,0.7351576524110336
user,GPCIS_Resnet50,image_023,image_023_click_14,,1,0.7308927087675324
user,GPCIS_Resnet50,image_023,image_023_click_15,,1,0.7324995704830498
user,GPCIS_Resnet50,image_024,image_024_click_01,,1,0.8692205287665902
user,GPCIS_Resnet50,image_024,image_024_click_02,,1,0.8597195431472081
user,GPCIS_Resnet50,image_024,image_024_click_03,,1,0.8655821559376392
user,GPCIS_Resnet50,image_024,image_024_click_04,,1,0.8800734978568511
user,GPCIS_Resnet50,image_024,image_024_click_05,,1,0.8737707286367342
user,GPCIS_Resnet50,image_024,image_024_click_06,,1,0.8772793568445411
user,GPCIS_Resnet50,image_024,image_024_click_07,,1,0.8695277440634348
user,GPCIS_Resnet50,image_024,image_024_click_08,,1,0.8858023250990397
user,GPCIS_Resnet50,image_024,image_024_click_09,,1,0.8608152765758083
user,GPCIS_Resnet50,image_024,image_024_click_10,,1,0.8642311418824812
user,GPCIS_Resnet50,image_024,image_024_click_11,,1,0.8879349199381396
user,GPCIS_Resnet50,image_024,image_024_click_12,,1,0.8786766620650456
user,GPCIS_Resnet50,image_024,image_024_click_13,,1,0.8664090002140101
user,GPCIS_Resnet50,image_024,image_024_click_14,,1,0.8399814291556108
user,GPCIS_Resnet50,image_024,image_024_click_15,,1,0.8521737875596597
user,GPCIS_Resnet50,image_025,image_025_click_01,,1,0.49834777172456907
user,GPCIS_Resnet50,image_025,image_025_click_02,,1,0.4557202750415435
user,GPCIS_Resnet50,image_025,image_025_click_03,,1,0.19018816389693613
user,GPCIS_Resnet50,image_025,image_025_click_04,,1,0.3880741300314616
user,GPCIS_Resnet50,image_025,image_025_click_05,,1,0.46248355337779595
user,GPCIS_Resnet50,image_025,image_025_click_06,,1,0.4823354060411281
user,GPCIS_Resnet50,image_025,image_025_click_07,,1,0.4565811809801953
user,GPCIS_Resnet50,image_025,image_025_click_08,,1,0.41964629409979
